########## PTA Model Header ##########
# Date Generated : 2019-11-22 18:41:01.131521
# n_psrs : 69
# n_timed : 68
# lumDistType : lnorm
# gpsFrac : None
# rn_gamma : None
# Trxs : [54. 54. 44. 44.]
# velmean : 0.0
# rn_beta : None
# interp : True
# nus : [1.   1.02 1.04 1.06 1.08 1.1  1.12 1.14 1.16 1.18 1.2  1.22 1.24 1.26 1.28 1.3  1.32 1.34 1.36 1.38 1.4  1.42 1.44 1.46 1.48 1.5  1.52 1.54 1.56 1.58 1.6  1.62 1.64 1.66 1.68 1.7  1.72 1.74 1.76 1.78 1.8  1.82 1.84 1.86 1.88 1.9  1.92 1.94 1.96 1.98 2.   2.04 2.08 2.12 2.16 2.2 2.24 2.28 2.32 2.36 2.4  2.44 2.48 2.52 2.56 2.6  2.64 2.68 2.72 2.76 2.8  2.84 2.88 2.92 2.96 3.   3.04 3.08 3.12 3.16 3.2  3.24 3.28 3.32 3.36 3.4  3.44 3.48 3.52 3.56 3.6  3.64 3.68 3.72 3.76 3.8  3.84 3.88 3.92 3.96]
# brokenSI : None
# electronModel : ne2001
# radialDistType : gauss
# ref_freq : 1400.0
# rn_lnC2 : None
# rn_delta : None
# Gains : [3.6 3.6 3.4 3.4]
# ra_lim : None
# velDistType : gauss
# simean : -1.6
# pmean : 1.5
# arguments : None
# pDistType : lorimer12
# velsigma : 86.17
# Eps : [0.01 0.01 0.01 0.01]
# lumsigma : 0.9
# brokenFrac : None
# t_int : 3600.0
# rx_freq : [1.   2.   2.01 4.  ]
# rn_alpha : None
# ndet : 0
# ctrfreq : 2.485
# sisigma : 0.35
# psigma : 0.58
# gpsA : None
# zscale : 0.5
# bw : 1.4849999999999999
# dec_lim : (90.0, -44.0)
# lummean : -1.1
############ End Header #############
#
#
# Name Period_ms Pdot DM t_scatter Width_ms GL GB RA DEC S1400 L1400 SPINDEX DTRUE X Y Z sigma_toa sigma_tel sigma_dm sigma_w sigma_j   aeff_frac 
J045728+004431	2.4141035001	1.29088993065e-20	24.2654037476	0.000365550140393	0.0331562798547	-161.675245063	-24.7476721309	74.3670252166	0.741894292848	0.600991252524	0.598626227749	-1.26127429543	0.998030457125	-0.284965591135	9.36040917501	-0.417798344628	0.192888164231	0.00575814899553	0.189037855286	0.0379127536534	0.0271514163295	1.0
J183335-174925	2.64404187619	4.31029678097e-19	4.69733333588	2.43204413801e-07	0.156922431636	15.050793846	-4.22119583834	278.394242004	-17.8235835851	3.82993757146	0.679103048131	-1.27926619454	0.421087153711	0.109049293342	8.09446091259	-0.0309950193068	0.215007080405	0.012526868389	0.16188788692	0.140937696381	0.134483171808	1.0
J185947+285204	3.35765083432	8.8891204304e-21	18.4247779846	1.79827714192e-06	0.0426836751894	59.8429354304	11.0574841903	284.944110355	28.8678269512	0.179166362444	0.439743029874	-1.14043235495	1.566647334	1.32945609444	7.72757121114	0.300473173904	0.253471570762	0.00653327446151	0.226255445684	0.114077284363	0.0412219300222	1.0
J204638+334131	1.31716280724	1.24398363795e-20	22.4196338654	7.13273421606e-06	0.0932630567595	75.7857314849	-5.95582036701	311.65681181	33.6918924727	0.807942412344	2.92169289365	-1.73845679618	1.90163463521	1.83346424282	8.0355763651	-0.197316607236	0.347393452417	0.00965727998763	0.319039359993	0.137123427981	0.0564128608806	1.0
J175404+013715	3.77966094604	9.78067020029e-21	14.2302560806	5.29601765617e-07	0.0652882565856	27.7555105684	13.4893746682	268.517592828	1.62072184669	0.261903713245	0.196271137755	-1.55681098824	0.865680016054	0.392025332917	7.75505628386	0.201932880746	0.362008599779	0.0080801148869	0.328352571867	0.152215395429	0.0668975546321	1.0
J232108+574127	2.6881679075	2.35896352206e-20	24.8500328064	0.000179597188227	0.0186216614619	111.074537576	-3.08721756965	350.28537895	57.6907993254	0.0418042274795	0.0897377095327	-1.64338338815	1.46513414273	1.36515222905	9.02607151538	-0.0789063268158	0.496166559926	0.00431528231544	0.45255848467	0.203355480578	0.016091457132	1.0
J233050+282220	5.70165794568	1.89788808825e-20	26.7561664581	9.0641915793e-05	0.065660256184	102.169278793	-31.2291310977	352.707345887	28.3720945121	0.157206168226	0.320285116413	-1.67362367997	1.42736021569	1.19311021001	8.75729000191	-0.740031801344	0.497147144319	0.00810310163974	0.456114249792	0.197609245697	0.0826326921625	1.0
J204859+212122	9.00480418133	1.52674619167e-20	36.0369529724	2.98816113668e-05	0.125389936607	66.2047179706	-13.927645651	312.247512106	21.3560129566	0.320934453421	1.87585313078	-1.43080302027	2.41763784251	2.14708608674	7.55323338705	-0.581916707324	0.542336057612	0.011197764804	0.46934769043	0.271506454688	0.198311805705	1.0
J051512-265153	3.93696230835	1.54879760746e-21	40.4879188538	4.62049962946e-06	0.192414634723	-130.888232739	-31.9853656059	78.8020019388	-26.8646024854	0.813445370998	4.61033488242	-2.52662910347	2.38068557351	-1.52653468311	9.82177715821	-1.26105543305	0.715721488608	0.0138713602333	0.658106469726	0.280999482429	0.201218301489	1.0
J145541+503146	1.20196899806	1.03143041893e-19	31.9074993134	0.000337048738128	0.018917795191	86.152056349	56.7862958963	223.919393914	50.5295606401	0.0291245796383	0.259358081824	-1.45560022695	2.98414594908	1.63092081888	8.39030354859	2.49663593993	0.841204494015	0.00434945918373	0.776042550071	0.324598280088	0.0109311512145	1.0
